method,n_samples,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9,imp_V10,tr_V10,imp_V11,tr_V11,imp_V12,tr_V12,imp_V13,tr_V13,imp_V14,tr_V14,imp_V15,tr_V15,imp_V16,tr_V16,imp_V17,tr_V17,imp_V18,tr_V18,imp_V19,tr_V19,imp_V20,tr_V20,imp_V21,tr_V21,imp_V22,tr_V22,imp_V23,tr_V23,imp_V24,tr_V24,imp_V25,tr_V25,imp_V26,tr_V26,imp_V27,tr_V27,imp_V28,tr_V28,imp_V29,tr_V29,imp_V30,tr_V30,imp_V31,tr_V31,imp_V32,tr_V32,imp_V33,tr_V33,imp_V34,tr_V34,imp_V35,tr_V35,imp_V36,tr_V36,imp_V37,tr_V37,imp_V38,tr_V38,imp_V39,tr_V39,imp_V40,tr_V40,imp_V41,tr_V41,imp_V42,tr_V42,imp_V43,tr_V43,imp_V44,tr_V44,imp_V45,tr_V45,imp_V46,tr_V46,imp_V47,tr_V47,imp_V48,tr_V48,imp_V49,tr_V49
0.5*CPI,100,0.038048778423906526,1.0,-0.016963694388449024,1.0,-0.0024144039858229327,1.0,0.1214605712682717,1.0,0.005177306527955672,1.0,0.0009526155291723626,0.0,0.005734425294899204,0.0,-0.0072426724209142535,0.0,-0.0032363016339429507,0.0,-0.006842546875660549,0.0,0.012807446695569435,0.0,0.002988501073677874,0.0,0.0011231757829417433,0.0,0.003744235677964003,0.0,0.00592545456907434,0.0,-0.0024088372399209135,0.0,-0.0003732643800864466,0.0,-0.004649603225915566,0.0,-0.002680896113314901,0.0,0.005923890899922846,0.0,0.013250921862393739,0.0,0.004724290682131205,0.0,0.014141092546284373,0.0,-0.005972241374083254,0.0,0.02208799268291095,0.0,-0.01266253102233561,0.0,-0.008018887561730192,0.0,0.005464259184598141,0.0,-0.010775392572883735,0.0,0.004232904324673825,0.0,-0.02594957093516248,0.0,-0.010370660275299315,0.0,0.01393806423833599,0.0,-0.0039908353544211295,0.0,-0.0019305810042147264,0.0,0.00019031549382431123,0.0,0.006341806655947746,0.0,0.002699177746177117,0.0,-0.004249904258208481,0.0,0.005414208188177394,0.0,-0.0033225888545018734,0.0,-0.0010207414731513431,0.0,-0.0068099182160072935,0.0,-0.006777523412995645,0.0,-0.0001020129012503368,0.0,0.00620989682021067,0.0,0.010389089084907877,0.0,-0.00952231441295126,0.0,0.04892073350150827,0.0,-0.00991944187859417,0.0
0.5*CPI,250,0.01795995773785619,1.0,0.057348801503658065,1.0,-0.012300419152974085,1.0,0.19060804573437062,1.0,0.2201411515043845,1.0,-0.0030209256276925167,0.0,-0.012503554340221656,0.0,0.0032305590978822796,0.0,-0.00795612888915831,0.0,0.004859654183106299,0.0,0.002575137455170351,0.0,-0.00031278325159211917,0.0,-0.0022540569676590128,0.0,0.002217707351527931,0.0,0.01113061687285688,0.0,-0.001230306743166043,0.0,-1.3944912254482134e-05,0.0,0.003776020606636621,0.0,-0.003303334268495828,0.0,-0.000993953534767833,0.0,-0.00026272314180975087,0.0,-0.002256089191537969,0.0,0.0021987332374944213,0.0,0.0021554317385168442,0.0,0.0005690963509588087,0.0,0.0030258117061545686,0.0,0.00817410593070167,0.0,0.0012734268883358713,0.0,0.005211024866778491,0.0,0.0006088306044931269,0.0,0.005970087496474985,0.0,0.0020095832908402222,0.0,0.001283227427003819,0.0,0.0065796511109543765,0.0,-2.7686356111500388e-05,0.0,0.005572321475716846,0.0,-0.0002256190669429614,0.0,-0.0006489413211545614,0.0,0.0008558619686520608,0.0,-0.0026248742903434152,0.0,0.003487393504660874,0.0,-0.00047160146294866756,0.0,-0.007740385306373776,0.0,0.005625326713723622,0.0,0.006590053650762817,0.0,0.0085134921769483,0.0,0.0053885449085318005,0.0,-0.0037630779194319786,0.0,-0.00014265352410247623,0.0,0.014764004358166938,0.0
PFI,100,0.010324793960402978,1.0,-0.003712262602978189,1.0,0.0017038702530425276,1.0,0.06856375053668096,1.0,-0.002211598591569164,1.0,0.0022949848387785465,0.0,0.004140706599607302,0.0,0.001787716427919861,0.0,-0.0016056343178361132,0.0,0.004598763234966441,0.0,0.007765471192779483,0.0,0.013152956949235683,0.0,-0.002221215475989524,0.0,0.007436667030843669,0.0,0.0021318847653413187,0.0,0.0010762143293510107,0.0,-0.0009080691099416782,0.0,-0.0009431290542352144,0.0,-0.0015232320487217343,0.0,0.004517532456285611,0.0,0.011255536675825795,0.0,0.00045360027846497175,0.0,0.007923564079301393,0.0,-0.0037155609941845746,0.0,-0.006587114129629867,0.0,-0.006910941711038898,0.0,0.003986706039249999,0.0,0.003356100168849352,0.0,0.0004937236049347149,0.0,0.005638575133506407,0.0,-0.015982887864792072,0.0,-0.006915242065028249,0.0,0.004819372264177169,0.0,-0.012678060380546086,0.0,-0.0018065768835602292,0.0,-0.019750331300256718,0.0,0.0067511748427708795,0.0,6.514890551034824e-05,0.0,-0.0045145277397207195,0.0,0.02497893070762469,0.0,0.014870207389097168,0.0,-0.0004122469635308157,0.0,-0.0030620692057179433,0.0,-0.003183651325583181,0.0,-0.0002788767663259861,0.0,-0.0010419867478641542,0.0,-0.00024157194782858937,0.0,-0.004058362755451128,0.0,0.018373564073709492,0.0,-0.009256694081780648,0.0
PFI,250,0.05567796854550311,1.0,0.07987324695919606,1.0,0.024135933838766332,1.0,0.28784314176880277,1.0,0.29702402391500793,1.0,-0.004182569715269313,0.0,0.004185300650779711,0.0,0.0027187113896582904,0.0,-0.00023589838464221913,0.0,0.004638958398204274,0.0,0.0010245039380585297,0.0,-0.0016782137480324533,0.0,2.386861004399776e-07,0.0,-0.0008000274752981706,0.0,0.0068518127377354965,0.0,0.00020678565575393826,0.0,1.0423901506406708e-05,0.0,-0.0018557354471535614,0.0,0.003042212591197968,0.0,-0.000666158668883865,0.0,0.0010180590678776635,0.0,0.0015810880106306158,0.0,0.003139912465500494,0.0,-0.0013512876222514514,0.0,0.00024569336853219603,0.0,0.0035787974334895445,0.0,-0.0003666273264761877,0.0,0.002819704068699913,0.0,0.005979816789120962,0.0,-0.0011447585363248969,0.0,-0.000990396230901247,0.0,-0.0003728767790189824,0.0,-0.0036237851819751477,0.0,-0.003457366362265235,0.0,-0.0013237197080933072,0.0,0.0013297719569103084,0.0,-0.0008390641226303508,0.0,0.008418797478388695,0.0,0.0005813313232052586,0.0,0.0011725312491754902,0.0,0.0020865010349182533,0.0,-0.0001731619303679821,0.0,-0.003510348131335217,0.0,0.004035889686333061,0.0,0.004771530711586314,0.0,0.006205550755939093,0.0,-0.008505102522857078,0.0,-0.0015989945627405966,0.0,-0.0033615610132469165,0.0,0.00653866954714144,0.0
LOCO-W,100,-0.04582429901613766,1.0,-0.11464320702787963,1.0,-0.40959040534390306,1.0,0.49335887218110286,1.0,-0.04723795524795559,1.0,-0.7086534466729844,0.0,0.48969715403309627,0.0,-0.6301333907850588,0.0,0.13588900542354712,0.0,-0.6754630049584592,0.0,-0.1296078096758471,0.0,-0.4715523711892402,0.0,-0.6257670755239733,0.0,0.22549154748433065,0.0,0.05802809728721709,0.0,0.15192089590892033,0.0,-0.6468045602156433,0.0,-0.5905009928008351,0.0,-0.015429599051791433,0.0,-0.43578636497020046,0.0,0.06829282727094335,0.0,-0.4769364645054299,0.0,-0.19344453798464648,0.0,0.6445736253714085,0.0,0.13468065734748652,0.0,0.0015527974051252583,0.0,0.0234542884850346,0.0,-0.7668331425327375,0.0,0.5034306518961332,0.0,0.07705748908063098,0.0,0.0661266246647804,0.0,0.17946698348480353,0.0,0.0895039553778125,0.0,-0.0570181391945858,0.0,-0.06510762078659794,0.0,-0.6133030965503304,0.0,-0.0896753112279293,0.0,0.0577998179278461,0.0,0.028035302980364562,0.0,0.14999041671852759,0.0,0.03944113982662845,0.0,-0.48669049577326834,0.0,0.5534332472826422,0.0,0.1062167220452059,0.0,0.028908057906985425,0.0,-0.11628293215504695,0.0,-0.2671795107257499,0.0,0.5560415369248792,0.0,0.010844014499869551,0.0,-0.4597238990007409,0.0
LOCO-W,250,-0.017638734620876135,1.0,-5.04594963926047e-05,1.0,0.036179280097290496,1.0,-0.013358610117544108,1.0,-0.07701995303192309,1.0,2.0772620050782027e-05,0.0,-0.04630818537659758,0.0,0.00016016493442620066,0.0,0.030463925359166866,0.0,-0.16293212353288192,0.0,0.05742815547302475,0.0,-0.42945103640413396,0.0,-0.15737408364211453,0.0,-0.1976788697841592,0.0,-0.6594339419794445,0.0,-0.1290763022233375,0.0,0.05685203002375852,0.0,1.0332398363060116,0.0,-0.08239646851209848,0.0,-0.12173914223963866,0.0,-0.02797103883903934,0.0,-0.32759225620431465,0.0,0.05412658463176258,0.0,0.016996665760783413,0.0,-0.05373204142387883,0.0,0.0005621646796313494,0.0,-0.4677132426226942,0.0,0.10774727575549166,0.0,-0.3486774883459526,0.0,-0.6090986678350372,0.0,-0.06821798985120339,0.0,-0.1878885346159441,0.0,0.0435023800650739,0.0,0.03431781291812261,0.0,-0.3934546039921422,0.0,-0.004737749694911985,0.0,0.3837303869216516,0.0,0.6291377929211275,0.0,0.00015955793725302503,0.0,0.15986610285830363,0.0,-0.7857149517859106,0.0,6.39871387167565e-05,0.0,0.02654160616511324,0.0,-0.7532986029933066,0.0,-0.09722479687630314,0.0,0.05570652144444718,0.0,-0.44127146296625347,0.0,0.05957093051105326,0.0,5.780654499534226e-05,0.0,0.1926762283676845,0.0
LOCO-HD,100,0.11018005477034176,1.0,-0.04460487037032035,1.0,-0.00818138961224335,1.0,0.30302872087995514,1.0,-0.008722169279187675,1.0,-0.005751758816290753,0.0,-0.0030388826807303815,0.0,0.05372349031434975,0.0,-0.03217191441552725,0.0,-0.016877635779594335,0.0,0.014121553826702993,0.0,0.14033844569731357,0.0,-0.015744572451961147,0.0,-0.03360949171397554,0.0,-0.04706732255952417,0.0,-0.004653630950308241,0.0,-0.032716786260750474,0.0,0.024504538045221125,0.0,-0.017541702691065808,0.0,0.0061596734669233655,0.0,-0.12861602311297204,0.0,0.003254575647585689,0.0,-0.0713866931846665,0.0,-0.03778543528038725,0.0,-0.01839815653370991,0.0,-0.0409225225195371,0.0,0.05745860445189521,0.0,0.0565030257281709,0.0,-0.041623819551011465,0.0,-0.023230758276985952,0.0,-0.005216729254453156,0.0,-0.29759491227277657,0.0,-0.02539455320820494,0.0,-0.07175351954315712,0.0,-0.04827125079912076,0.0,-0.13098615842824746,0.0,-0.10465343148073725,0.0,-0.04493004208742768,0.0,-0.0618726091028412,0.0,-0.05524833504173721,0.0,-0.10679326817512091,0.0,-0.05722941768582945,0.0,-0.10049580649199186,0.0,-0.06585442862815238,0.0,-0.035217120102056576,0.0,-0.07566024194339693,0.0,-0.11850776124778584,0.0,-0.06408496501441086,0.0,0.01389411218344705,0.0,-0.04650790738054322,0.0
LOCO-HD,250,0.23246035873665383,1.0,0.16133801823372584,1.0,-0.05815545892912599,1.0,-0.1119151962113758,1.0,0.7844913967901661,1.0,-0.05151217301283362,0.0,-0.1303517938906693,0.0,-0.07534950635170157,0.0,-0.08183661294402844,0.0,-0.10296436375519669,0.0,-0.1480311633113307,0.0,-0.07925242397104837,0.0,-0.05769176547855892,0.0,-0.06989554801890874,0.0,-0.0032967440796318748,0.0,-0.1039845898816667,0.0,-0.08527786734266929,0.0,-0.05767532570674039,0.0,-0.10140587059967521,0.0,-0.06603854389727282,0.0,-0.0721592840164087,0.0,-0.0002843816440991631,0.0,-0.08168302246469894,0.0,-0.08978374358655206,0.0,-0.07171705047506238,0.0,-0.0703794167046019,0.0,-0.08967651814756472,0.0,-0.08903050917014221,0.0,-0.06905027463851665,0.0,-0.05948410545300531,0.0,-0.11273645776460084,0.0,-0.07122342191780229,0.0,-0.03490278050633755,0.0,-0.056186674077252974,0.0,-0.08062091645942493,0.0,-0.09982470088286144,0.0,-0.12095085314604548,0.0,-0.05229491160019695,0.0,-0.06140057999091564,0.0,-0.07526156895728686,0.0,-0.06923243899276121,0.0,-0.01743397013092185,0.0,-0.005575835225454906,0.0,-0.03908928186237004,0.0,-0.05533381578526786,0.0,-0.0434335848595544,0.0,0.025302655659819706,0.0,-0.08404742482113203,0.0,-0.08021724380211914,0.0,-0.06967118061984001,0.0
Robust-CPI,100,0.06788607379358945,1.0,-0.024213292005982642,1.0,-0.0023014580693480617,1.0,0.21295309848388694,1.0,0.012357262830485343,1.0,0.0005685030748451687,0.0,0.00904748740648545,0.0,0.04701581583874175,0.0,0.000742679988961069,0.0,-0.012328158933700147,0.0,0.006595126369665556,0.0,0.029437687541656977,0.0,-0.010117737713531102,0.0,-0.00046489556865533826,0.0,0.005471764058986943,0.0,0.006770974302853745,0.0,0.0029508338333784955,0.0,0.00814808877796079,0.0,-0.00755738252427865,0.0,0.021483217678641586,0.0,-0.0379096084196425,0.0,0.0013043280036132607,0.0,-0.006820526453313188,0.0,-0.017499583572348668,0.0,0.00694294526578291,0.0,-6.49998341549125e-05,0.0,-0.016078661817133227,0.0,0.012946955895215606,0.0,-0.0039754204389809466,0.0,0.015429455758074542,0.0,0.025765554501187577,0.0,-0.07011684201699236,0.0,0.023179658371843964,0.0,-0.014670229718093519,0.0,-0.022592012528321662,0.0,-0.004138661781339584,0.0,0.00016430612251003643,0.0,0.002452198721431921,0.0,-0.020178367531522336,0.0,0.002001937491009785,0.0,-0.0532317945230101,0.0,-0.0060724763708381365,0.0,-0.014319800591581298,0.0,-0.004589145724376188,0.0,0.00025156278865952656,0.0,-0.004275920017833763,0.0,-0.04871311955316737,0.0,-0.005976237325307976,0.0,0.0354119684700116,0.0,-0.010550932981457477,0.0
Robust-CPI,250,0.010399060995258998,1.0,0.04986681804633217,1.0,-0.021031150983176854,1.0,0.1949093922305632,1.0,0.4649014057695414,1.0,-0.0014482468016829841,0.0,-0.015543229114948836,0.0,0.0013568141032276172,0.0,-0.022655680080796655,0.0,0.006610689129825554,0.0,-0.0014797050002478892,0.0,-0.002074650349786329,0.0,-0.005060846518371867,0.0,0.0024445768621636638,0.0,0.029449233305983535,0.0,0.0051776537876198556,0.0,-0.0008582026606981847,0.0,0.002120375092867282,0.0,0.0009455906042493854,0.0,-0.002836034587476787,0.0,0.0032886824583507482,0.0,-0.009801779797440962,0.0,0.00422746704982279,0.0,9.09668787341771e-05,0.0,0.0019996754785442192,0.0,0.004956709279467137,0.0,0.0044081374847638076,0.0,-0.0019338484483293625,0.0,0.006934954187412276,0.0,-0.0013981063015408167,0.0,0.005002589761221973,0.0,2.3362101211541715e-05,0.0,0.0013591735261926517,0.0,0.008914074900996646,0.0,0.00672131798842796,0.0,0.008730532493104863,0.0,-0.0010202854075679676,0.0,-0.0036381237812361735,0.0,-0.002083836022879336,0.0,-0.004952557817969575,0.0,0.0005322864780595992,0.0,0.0007694115964250638,0.0,-0.018668618891157476,0.0,0.008907396421383091,0.0,0.00614656526861096,0.0,0.008213742609503962,0.0,0.0026858467483434592,0.0,-0.003165775846123123,0.0,-4.947113128391614e-06,0.0,0.011127284104375005,0.0
